,index,product,date,region,sales
1120,7840,pink morsel,2018-11-13,north,1698.0
1121,7841,pink morsel,2018-11-13,south,1581.0
1122,7842,pink morsel,2018-11-13,east,1776.0
1123,7843,pink morsel,2018-11-13,west,1644.0
1124,7868,pink morsel,2018-11-14,north,1563.0
1125,7869,pink morsel,2018-11-14,south,1707.0
1126,7870,pink morsel,2018-11-14,east,1533.0
1127,7871,pink morsel,2018-11-14,west,1572.0
1128,7896,pink morsel,2018-11-15,north,1623.0
1129,7897,pink morsel,2018-11-15,south,1698.0
1130,7898,pink morsel,2018-11-15,east,1521.0
1131,7899,pink morsel,2018-11-15,west,1707.0
1132,7924,pink morsel,2018-11-16,north,1587.0
1133,7925,pink morsel,2018-11-16,south,1776.0
1134,7926,pink morsel,2018-11-16,east,1662.0
1135,7927,pink morsel,2018-11-16,west,1578.0
1136,7952,pink morsel,2018-11-17,north,1554.0
1137,7953,pink morsel,2018-11-17,south,1515.0
1138,7954,pink morsel,2018-11-17,east,1602.0
1139,7955,pink morsel,2018-11-17,west,1557.0
1140,7980,pink morsel,2018-11-18,north,1521.0
1141,7981,pink morsel,2018-11-18,south,1740.0
1142,7982,pink morsel,2018-11-18,east,1617.0
1143,7983,pink morsel,2018-11-18,west,1647.0
1144,8008,pink morsel,2018-11-19,north,1551.0
1145,8009,pink morsel,2018-11-19,south,1500.0
1146,8010,pink morsel,2018-11-19,east,1725.0
1147,8011,pink morsel,2018-11-19,west,1563.0
1148,8036,pink morsel,2018-11-20,north,1791.0
1149,8037,pink morsel,2018-11-20,south,1578.0
1150,8038,pink morsel,2018-11-20,east,1632.0
1151,8039,pink morsel,2018-11-20,west,1674.0
1152,8064,pink morsel,2018-11-21,north,1617.0
1153,8065,pink morsel,2018-11-21,south,1509.0
1154,8066,pink morsel,2018-11-21,east,1644.0
1155,8067,pink morsel,2018-11-21,west,1542.0
1156,8092,pink morsel,2018-11-22,north,1650.0
1157,8093,pink morsel,2018-11-22,south,1758.0
1158,8094,pink morsel,2018-11-22,east,1710.0
1159,8095,pink morsel,2018-11-22,west,1737.0
1160,8120,pink morsel,2018-11-23,north,1779.0
1161,8121,pink morsel,2018-11-23,south,1743.0
1162,8122,pink morsel,2018-11-23,east,1560.0
1163,8123,pink morsel,2018-11-23,west,1719.0
1164,8148,pink morsel,2018-11-24,north,1689.0
1165,8149,pink morsel,2018-11-24,south,1605.0
1166,8150,pink morsel,2018-11-24,east,1683.0
1167,8151,pink morsel,2018-11-24,west,1518.0
1168,8176,pink morsel,2018-11-25,north,1665.0
1169,8177,pink morsel,2018-11-25,south,1671.0
1170,8178,pink morsel,2018-11-25,east,1704.0
1171,8179,pink morsel,2018-11-25,west,1731.0
1172,8204,pink morsel,2018-11-26,north,1653.0
1173,8205,pink morsel,2018-11-26,south,1542.0
1174,8206,pink morsel,2018-11-26,east,1659.0
1175,8207,pink morsel,2018-11-26,west,1650.0
1176,8232,pink morsel,2018-11-27,north,1773.0
1177,8233,pink morsel,2018-11-27,south,1647.0
1178,8234,pink morsel,2018-11-27,east,1725.0
1179,8235,pink morsel,2018-11-27,west,1644.0
1180,8260,pink morsel,2018-11-28,north,1767.0
1181,8261,pink morsel,2018-11-28,south,1728.0
1182,8262,pink morsel,2018-11-28,east,1719.0
1183,8263,pink morsel,2018-11-28,west,1677.0
1184,8288,pink morsel,2018-11-29,north,1686.0
1185,8289,pink morsel,2018-11-29,south,1527.0
1186,8290,pink morsel,2018-11-29,east,1689.0
1187,8291,pink morsel,2018-11-29,west,1686.0
1188,8316,pink morsel,2018-11-30,north,1641.0
1189,8317,pink morsel,2018-11-30,south,1665.0
1190,8318,pink morsel,2018-11-30,east,1755.0
1191,8319,pink morsel,2018-11-30,west,1551.0
1192,8344,pink morsel,2018-12-01,north,1665.0
1193,8345,pink morsel,2018-12-01,south,1527.0
1194,8346,pink morsel,2018-12-01,east,1536.0
1195,8347,pink morsel,2018-12-01,west,1656.0
1196,8372,pink morsel,2018-12-02,north,1563.0
1197,8373,pink morsel,2018-12-02,south,1554.0
1198,8374,pink morsel,2018-12-02,east,1602.0
1199,8375,pink morsel,2018-12-02,west,1737.0
1200,8400,pink morsel,2018-12-03,north,1506.0
1201,8401,pink morsel,2018-12-03,south,1755.0
1202,8402,pink morsel,2018-12-03,east,1572.0
1203,8403,pink morsel,2018-12-03,west,1608.0
1204,8428,pink morsel,2018-12-04,north,1722.0
1205,8429,pink morsel,2018-12-04,south,1788.0
1206,8430,pink morsel,2018-12-04,east,1788.0
1207,8431,pink morsel,2018-12-04,west,1587.0
1208,8456,pink morsel,2018-12-05,north,1677.0
1209,8457,pink morsel,2018-12-05,south,1725.0
1210,8458,pink morsel,2018-12-05,east,1731.0
1211,8459,pink morsel,2018-12-05,west,1518.0
1212,8484,pink morsel,2018-12-06,north,1737.0
1213,8485,pink morsel,2018-12-06,south,1797.0
1214,8486,pink morsel,2018-12-06,east,1662.0
1215,8487,pink morsel,2018-12-06,west,1662.0
1216,8512,pink morsel,2018-12-07,north,1716.0
1217,8513,pink morsel,2018-12-07,south,1596.0
1218,8514,pink morsel,2018-12-07,east,1653.0
1219,8515,pink morsel,2018-12-07,west,1635.0
1220,8540,pink morsel,2018-12-08,north,1782.0
1221,8541,pink morsel,2018-12-08,south,1773.0
1222,8542,pink morsel,2018-12-08,east,1755.0
1223,8543,pink morsel,2018-12-08,west,1719.0
1224,8568,pink morsel,2018-12-09,north,1737.0
1225,8569,pink morsel,2018-12-09,south,1548.0
1226,8570,pink morsel,2018-12-09,east,1665.0
1227,8571,pink morsel,2018-12-09,west,1659.0
1228,8596,pink morsel,2018-12-10,north,1659.0
1229,8597,pink morsel,2018-12-10,south,1575.0
1230,8598,pink morsel,2018-12-10,east,1509.0
1231,8599,pink morsel,2018-12-10,west,1767.0
1232,8624,pink morsel,2018-12-11,north,1509.0
1233,8625,pink morsel,2018-12-11,south,1527.0
1234,8626,pink morsel,2018-12-11,east,1575.0
1235,8627,pink morsel,2018-12-11,west,1620.0
1236,8652,pink morsel,2018-12-12,north,1623.0
1237,8653,pink morsel,2018-12-12,south,1623.0
1238,8654,pink morsel,2018-12-12,east,1773.0
1239,8655,pink morsel,2018-12-12,west,1743.0
1240,8680,pink morsel,2018-12-13,north,1719.0
1241,8681,pink morsel,2018-12-13,south,1782.0
1242,8682,pink morsel,2018-12-13,east,1713.0
1243,8683,pink morsel,2018-12-13,west,1593.0
1244,8708,pink morsel,2018-12-14,north,1716.0
1245,8709,pink morsel,2018-12-14,south,1686.0
1246,8710,pink morsel,2018-12-14,east,1569.0
1247,8711,pink morsel,2018-12-14,west,1704.0
1248,8736,pink morsel,2018-12-15,north,1554.0
1249,8737,pink morsel,2018-12-15,south,1545.0
1250,8738,pink morsel,2018-12-15,east,1587.0
1251,8739,pink morsel,2018-12-15,west,1800.0
1252,8764,pink morsel,2018-12-16,north,1635.0
1253,8765,pink morsel,2018-12-16,south,1620.0
1254,8766,pink morsel,2018-12-16,east,1800.0
1255,8767,pink morsel,2018-12-16,west,1641.0
1256,8792,pink morsel,2018-12-17,north,1635.0
1257,8793,pink morsel,2018-12-17,south,1527.0
1258,8794,pink morsel,2018-12-17,east,1626.0
1259,8795,pink morsel,2018-12-17,west,1716.0
1260,8820,pink morsel,2018-12-18,north,1755.0
1261,8821,pink morsel,2018-12-18,south,1755.0
1262,8822,pink morsel,2018-12-18,east,1605.0
1263,8823,pink morsel,2018-12-18,west,1779.0
1264,8848,pink morsel,2018-12-19,north,1566.0
1265,8849,pink morsel,2018-12-19,south,1566.0
1266,8850,pink morsel,2018-12-19,east,1797.0
1267,8851,pink morsel,2018-12-19,west,1770.0
1268,8876,pink morsel,2018-12-20,north,1731.0
1269,8877,pink morsel,2018-12-20,south,1551.0
1270,8878,pink morsel,2018-12-20,east,1767.0
1271,8879,pink morsel,2018-12-20,west,1626.0
1272,8904,pink morsel,2018-12-21,north,1659.0
1273,8905,pink morsel,2018-12-21,south,1710.0
1274,8906,pink morsel,2018-12-21,east,1542.0
1275,8907,pink morsel,2018-12-21,west,1569.0
1276,8932,pink morsel,2018-12-22,north,1776.0
1277,8933,pink morsel,2018-12-22,south,1578.0
1278,8934,pink morsel,2018-12-22,east,1668.0
1279,8935,pink morsel,2018-12-22,west,1527.0
1280,8960,pink morsel,2018-12-23,north,1770.0
1281,8961,pink morsel,2018-12-23,south,1623.0
1282,8962,pink morsel,2018-12-23,east,1710.0
1283,8963,pink morsel,2018-12-23,west,1731.0
1284,8988,pink morsel,2018-12-24,north,1740.0
1285,8989,pink morsel,2018-12-24,south,1632.0
1286,8990,pink morsel,2018-12-24,east,1719.0
1287,8991,pink morsel,2018-12-24,west,1500.0
1288,9016,pink morsel,2018-12-25,north,1512.0
1289,9017,pink morsel,2018-12-25,south,1605.0
1290,9018,pink morsel,2018-12-25,east,1623.0
1291,9019,pink morsel,2018-12-25,west,1533.0
1292,9044,pink morsel,2018-12-26,north,1683.0
1293,9045,pink morsel,2018-12-26,south,1734.0
1294,9046,pink morsel,2018-12-26,east,1545.0
1295,9047,pink morsel,2018-12-26,west,1587.0
1296,9072,pink morsel,2018-12-27,north,1578.0
1297,9073,pink morsel,2018-12-27,south,1650.0
1298,9074,pink morsel,2018-12-27,east,1632.0
1299,9075,pink morsel,2018-12-27,west,1713.0
1300,9100,pink morsel,2018-12-28,north,1650.0
1301,9101,pink morsel,2018-12-28,south,1794.0
1302,9102,pink morsel,2018-12-28,east,1764.0
1303,9103,pink morsel,2018-12-28,west,1797.0
1304,9128,pink morsel,2018-12-29,north,1626.0
1305,9129,pink morsel,2018-12-29,south,1794.0
1306,9130,pink morsel,2018-12-29,east,1695.0
1307,9131,pink morsel,2018-12-29,west,1740.0
1308,9156,pink morsel,2018-12-30,north,1758.0
1309,9157,pink morsel,2018-12-30,south,1785.0
1310,9158,pink morsel,2018-12-30,east,1599.0
1311,9159,pink morsel,2018-12-30,west,1689.0
1312,9184,pink morsel,2018-12-31,north,1527.0
1313,9185,pink morsel,2018-12-31,south,1710.0
1314,9186,pink morsel,2018-12-31,east,1590.0
1315,9187,pink morsel,2018-12-31,west,1653.0
1316,9212,pink morsel,2019-01-01,north,1518.0
1317,9213,pink morsel,2019-01-01,south,1632.0
1318,9214,pink morsel,2019-01-01,east,1755.0
1319,9215,pink morsel,2019-01-01,west,1551.0
1320,9240,pink morsel,2019-01-02,north,1767.0
1321,9241,pink morsel,2019-01-02,south,1605.0
1322,9242,pink morsel,2019-01-02,east,1692.0
1323,9243,pink morsel,2019-01-02,west,1794.0
1324,9268,pink morsel,2019-01-03,north,1695.0
1325,9269,pink morsel,2019-01-03,south,1737.0
1326,9270,pink morsel,2019-01-03,east,1575.0
1327,9271,pink morsel,2019-01-03,west,1509.0
1328,9296,pink morsel,2019-01-04,north,1590.0
1329,9297,pink morsel,2019-01-04,south,1500.0
1330,9298,pink morsel,2019-01-04,east,1590.0
1331,9299,pink morsel,2019-01-04,west,1638.0
1332,9324,pink morsel,2019-01-05,north,1761.0
1333,9325,pink morsel,2019-01-05,south,1590.0
1334,9326,pink morsel,2019-01-05,east,1725.0
1335,9327,pink morsel,2019-01-05,west,1551.0
1336,9352,pink morsel,2019-01-06,north,1644.0
1337,9353,pink morsel,2019-01-06,south,1779.0
1338,9354,pink morsel,2019-01-06,east,1794.0
1339,9355,pink morsel,2019-01-06,west,1638.0
1340,9380,pink morsel,2019-01-07,north,1644.0
1341,9381,pink morsel,2019-01-07,south,1647.0
1342,9382,pink morsel,2019-01-07,east,1692.0
1343,9383,pink morsel,2019-01-07,west,1623.0
1344,9408,pink morsel,2019-01-08,north,1722.0
1345,9409,pink morsel,2019-01-08,south,1551.0
1346,9410,pink morsel,2019-01-08,east,1731.0
1347,9411,pink morsel,2019-01-08,west,1701.0
1348,9436,pink morsel,2019-01-09,north,1500.0
1349,9437,pink morsel,2019-01-09,south,1764.0
1350,9438,pink morsel,2019-01-09,east,1764.0
1351,9439,pink morsel,2019-01-09,west,1635.0
1352,9464,pink morsel,2019-01-10,north,1767.0
1353,9465,pink morsel,2019-01-10,south,1551.0
1354,9466,pink morsel,2019-01-10,east,1512.0
1355,9467,pink morsel,2019-01-10,west,1686.0
1356,9492,pink morsel,2019-01-11,north,1662.0
1357,9493,pink morsel,2019-01-11,south,1512.0
1358,9494,pink morsel,2019-01-11,east,1608.0
1359,9495,pink morsel,2019-01-11,west,1611.0
1360,9520,pink morsel,2019-01-12,north,1566.0
1361,9521,pink morsel,2019-01-12,south,1773.0
1362,9522,pink morsel,2019-01-12,east,1707.0
1363,9523,pink morsel,2019-01-12,west,1752.0
1364,9548,pink morsel,2019-01-13,north,1551.0
1365,9549,pink morsel,2019-01-13,south,1503.0
1366,9550,pink morsel,2019-01-13,east,1536.0
1367,9551,pink morsel,2019-01-13,west,1728.0
1368,9576,pink morsel,2019-01-14,north,1692.0
1369,9577,pink morsel,2019-01-14,south,1521.0
1370,9578,pink morsel,2019-01-14,east,1698.0
1371,9579,pink morsel,2019-01-14,west,1791.0
1372,9604,pink morsel,2019-01-15,north,1605.0
1373,9605,pink morsel,2019-01-15,south,1761.0
1374,9606,pink morsel,2019-01-15,east,1617.0
1375,9607,pink morsel,2019-01-15,west,1503.0
1376,9632,pink morsel,2019-01-16,north,1548.0
1377,9633,pink morsel,2019-01-16,south,1734.0
1378,9634,pink morsel,2019-01-16,east,1506.0
1379,9635,pink morsel,2019-01-16,west,1533.0
1380,9660,pink morsel,2019-01-17,north,1590.0
1381,9661,pink morsel,2019-01-17,south,1707.0
1382,9662,pink morsel,2019-01-17,east,1509.0
1383,9663,pink morsel,2019-01-17,west,1653.0
1384,9688,pink morsel,2019-01-18,north,1572.0
1385,9689,pink morsel,2019-01-18,south,1563.0
1386,9690,pink morsel,2019-01-18,east,1635.0
1387,9691,pink morsel,2019-01-18,west,1734.0
1388,9716,pink morsel,2019-01-19,north,1587.0
1389,9717,pink morsel,2019-01-19,south,1506.0
1390,9718,pink morsel,2019-01-19,east,1689.0
1391,9719,pink morsel,2019-01-19,west,1701.0
1392,9744,pink morsel,2019-01-20,north,1707.0
1393,9745,pink morsel,2019-01-20,south,1557.0
1394,9746,pink morsel,2019-01-20,east,1722.0
1395,9747,pink morsel,2019-01-20,west,1629.0
1396,9772,pink morsel,2019-01-21,north,1611.0
1397,9773,pink morsel,2019-01-21,south,1515.0
1398,9774,pink morsel,2019-01-21,east,1614.0
1399,9775,pink morsel,2019-01-21,west,1593.0
1400,9800,pink morsel,2019-01-22,north,1719.0
1401,9801,pink morsel,2019-01-22,south,1506.0
1402,9802,pink morsel,2019-01-22,east,1794.0
1403,9803,pink morsel,2019-01-22,west,1731.0
1404,9828,pink morsel,2019-01-23,north,1662.0
1405,9829,pink morsel,2019-01-23,south,1728.0
1406,9830,pink morsel,2019-01-23,east,1563.0
1407,9831,pink morsel,2019-01-23,west,1662.0
1408,9856,pink morsel,2019-01-24,north,1647.0
1409,9857,pink morsel,2019-01-24,south,1638.0
1410,9858,pink morsel,2019-01-24,east,1557.0
1411,9859,pink morsel,2019-01-24,west,1518.0
1412,9884,pink morsel,2019-01-25,north,1560.0
1413,9885,pink morsel,2019-01-25,south,1656.0
1414,9886,pink morsel,2019-01-25,east,1707.0
1415,9887,pink morsel,2019-01-25,west,1767.0
1416,9912,pink morsel,2019-01-26,north,1671.0
1417,9913,pink morsel,2019-01-26,south,1686.0
1418,9914,pink morsel,2019-01-26,east,1653.0
1419,9915,pink morsel,2019-01-26,west,1647.0
1420,9940,pink morsel,2019-01-27,north,1524.0
1421,9941,pink morsel,2019-01-27,south,1503.0
1422,9942,pink morsel,2019-01-27,east,1533.0
1423,9943,pink morsel,2019-01-27,west,1785.0
1424,9968,pink morsel,2019-01-28,north,1731.0
1425,9969,pink morsel,2019-01-28,south,1782.0
1426,9970,pink morsel,2019-01-28,east,1560.0
1427,9971,pink morsel,2019-01-28,west,1782.0
1428,9996,pink morsel,2019-01-29,north,1500.0
1429,9997,pink morsel,2019-01-29,south,1728.0
1430,9998,pink morsel,2019-01-29,east,1605.0
1431,9999,pink morsel,2019-01-29,west,1614.0
1432,10024,pink morsel,2019-01-30,north,1782.0
1433,10025,pink morsel,2019-01-30,south,1638.0
1434,10026,pink morsel,2019-01-30,east,1797.0
1435,10027,pink morsel,2019-01-30,west,1641.0
1436,10052,pink morsel,2019-01-31,north,1650.0
1437,10053,pink morsel,2019-01-31,south,1536.0
1438,10054,pink morsel,2019-01-31,east,1599.0
1439,10055,pink morsel,2019-01-31,west,1740.0
1440,10080,pink morsel,2019-02-01,north,1749.0
1441,10081,pink morsel,2019-02-01,south,1581.0
1442,10082,pink morsel,2019-02-01,east,1662.0
1443,10083,pink morsel,2019-02-01,west,1509.0
1444,10108,pink morsel,2019-02-02,north,1596.0
1445,10109,pink morsel,2019-02-02,south,1638.0
1446,10110,pink morsel,2019-02-02,east,1746.0
1447,10111,pink morsel,2019-02-02,west,1611.0
1448,10136,pink morsel,2019-02-03,north,1602.0
1449,10137,pink morsel,2019-02-03,south,1722.0
1450,10138,pink morsel,2019-02-03,east,1734.0
1451,10139,pink morsel,2019-02-03,west,1749.0
1452,10164,pink morsel,2019-02-04,north,1548.0
1453,10165,pink morsel,2019-02-04,south,1647.0
1454,10166,pink morsel,2019-02-04,east,1560.0
1455,10167,pink morsel,2019-02-04,west,1542.0
1456,10192,pink morsel,2019-02-05,north,1617.0
1457,10193,pink morsel,2019-02-05,south,1659.0
1458,10194,pink morsel,2019-02-05,east,1674.0
1459,10195,pink morsel,2019-02-05,west,1524.0
1460,10220,pink morsel,2019-02-06,north,1551.0
1461,10221,pink morsel,2019-02-06,south,1722.0
1462,10222,pink morsel,2019-02-06,east,1563.0
1463,10223,pink morsel,2019-02-06,west,1692.0
1464,10248,pink morsel,2019-02-07,north,1734.0
1465,10249,pink morsel,2019-02-07,south,1584.0
1466,10250,pink morsel,2019-02-07,east,1662.0
1467,10251,pink morsel,2019-02-07,west,1545.0
1468,10276,pink morsel,2019-02-08,north,1662.0
1469,10277,pink morsel,2019-02-08,south,1614.0
1470,10278,pink morsel,2019-02-08,east,1719.0
1471,10279,pink morsel,2019-02-08,west,1788.0
1472,10304,pink morsel,2019-02-09,north,1779.0
1473,10305,pink morsel,2019-02-09,south,1665.0
1474,10306,pink morsel,2019-02-09,east,1605.0
1475,10307,pink morsel,2019-02-09,west,1641.0
1476,10332,pink morsel,2019-02-10,north,1725.0
1477,10333,pink morsel,2019-02-10,south,1611.0
1478,10334,pink morsel,2019-02-10,east,1560.0
1479,10335,pink morsel,2019-02-10,west,1575.0
1480,10360,pink morsel,2019-02-11,north,1563.0
1481,10361,pink morsel,2019-02-11,south,1773.0
1482,10362,pink morsel,2019-02-11,east,1536.0
1483,10363,pink morsel,2019-02-11,west,1551.0
1484,10388,pink morsel,2019-02-12,north,1572.0
1485,10389,pink morsel,2019-02-12,south,1608.0
1486,10390,pink morsel,2019-02-12,east,1752.0
1487,10391,pink morsel,2019-02-12,west,1734.0
1488,10416,pink morsel,2019-02-13,north,1686.0
1489,10417,pink morsel,2019-02-13,south,1782.0
1490,10418,pink morsel,2019-02-13,east,1500.0
1491,10419,pink morsel,2019-02-13,west,1731.0
1492,10444,pink morsel,2019-02-14,north,1725.0
1493,10445,pink morsel,2019-02-14,south,1578.0
1494,10446,pink morsel,2019-02-14,east,1560.0
1495,10447,pink morsel,2019-02-14,west,1644.0
1496,10472,pink morsel,2019-02-15,north,1566.0
1497,10473,pink morsel,2019-02-15,south,1584.0
1498,10474,pink morsel,2019-02-15,east,1695.0
1499,10475,pink morsel,2019-02-15,west,1734.0
1500,10500,pink morsel,2019-02-16,north,1794.0
1501,10501,pink morsel,2019-02-16,south,1731.0
1502,10502,pink morsel,2019-02-16,east,1674.0
1503,10503,pink morsel,2019-02-16,west,1599.0
1504,10528,pink morsel,2019-02-17,north,1512.0
1505,10529,pink morsel,2019-02-17,south,1653.0
1506,10530,pink morsel,2019-02-17,east,1722.0
1507,10531,pink morsel,2019-02-17,west,1641.0
1508,10556,pink morsel,2019-02-18,north,1695.0
1509,10557,pink morsel,2019-02-18,south,1749.0
1510,10558,pink morsel,2019-02-18,east,1728.0
1511,10559,pink morsel,2019-02-18,west,1764.0
1512,10584,pink morsel,2019-02-19,north,1716.0
1513,10585,pink morsel,2019-02-19,south,1599.0
1514,10586,pink morsel,2019-02-19,east,1596.0
1515,10587,pink morsel,2019-02-19,west,1644.0
1516,10612,pink morsel,2019-02-20,north,1740.0
1517,10613,pink morsel,2019-02-20,south,1641.0
1518,10614,pink morsel,2019-02-20,east,1566.0
1519,10615,pink morsel,2019-02-20,west,1656.0
1520,10640,pink morsel,2019-02-21,north,1599.0
1521,10641,pink morsel,2019-02-21,south,1725.0
1522,10642,pink morsel,2019-02-21,east,1731.0
1523,10643,pink morsel,2019-02-21,west,1719.0
1524,10668,pink morsel,2019-02-22,north,1770.0
1525,10669,pink morsel,2019-02-22,south,1794.0
1526,10670,pink morsel,2019-02-22,east,1725.0
1527,10671,pink morsel,2019-02-22,west,1713.0
1528,10696,pink morsel,2019-02-23,north,1599.0
1529,10697,pink morsel,2019-02-23,south,1743.0
1530,10698,pink morsel,2019-02-23,east,1518.0
1531,10699,pink morsel,2019-02-23,west,1614.0
1532,10724,pink morsel,2019-02-24,north,1692.0
1533,10725,pink morsel,2019-02-24,south,1755.0
1534,10726,pink morsel,2019-02-24,east,1653.0
1535,10727,pink morsel,2019-02-24,west,1524.0
1536,10752,pink morsel,2019-02-25,north,1635.0
1537,10753,pink morsel,2019-02-25,south,1734.0
1538,10754,pink morsel,2019-02-25,east,1713.0
1539,10755,pink morsel,2019-02-25,west,1578.0
1540,10780,pink morsel,2019-02-26,north,1566.0
1541,10781,pink morsel,2019-02-26,south,1653.0
1542,10782,pink morsel,2019-02-26,east,1506.0
1543,10783,pink morsel,2019-02-26,west,1656.0
1544,10808,pink morsel,2019-02-27,north,1593.0
1545,10809,pink morsel,2019-02-27,south,1545.0
1546,10810,pink morsel,2019-02-27,east,1734.0
1547,10811,pink morsel,2019-02-27,west,1635.0
1548,10836,pink morsel,2019-02-28,north,1710.0
1549,10837,pink morsel,2019-02-28,south,1569.0
1550,10838,pink morsel,2019-02-28,east,1731.0
1551,10839,pink morsel,2019-02-28,west,1599.0
1552,10864,pink morsel,2019-03-01,north,1593.0
1553,10865,pink morsel,2019-03-01,south,1707.0
1554,10866,pink morsel,2019-03-01,east,1638.0
1555,10867,pink morsel,2019-03-01,west,1539.0
1556,10892,pink morsel,2019-03-02,north,1782.0
1557,10893,pink morsel,2019-03-02,south,1794.0
1558,10894,pink morsel,2019-03-02,east,1608.0
1559,10895,pink morsel,2019-03-02,west,1689.0
1560,10920,pink morsel,2019-03-03,north,1698.0
1561,10921,pink morsel,2019-03-03,south,1518.0
1562,10922,pink morsel,2019-03-03,east,1593.0
1563,10923,pink morsel,2019-03-03,west,1611.0
1564,10948,pink morsel,2019-03-04,north,1587.0
1565,10949,pink morsel,2019-03-04,south,1686.0
1566,10950,pink morsel,2019-03-04,east,1518.0
1567,10951,pink morsel,2019-03-04,west,1632.0
1568,10976,pink morsel,2019-03-05,north,1566.0
1569,10977,pink morsel,2019-03-05,south,1569.0
1570,10978,pink morsel,2019-03-05,east,1743.0
1571,10979,pink morsel,2019-03-05,west,1557.0
1572,11004,pink morsel,2019-03-06,north,1746.0
1573,11005,pink morsel,2019-03-06,south,1662.0
1574,11006,pink morsel,2019-03-06,east,1674.0
1575,11007,pink morsel,2019-03-06,west,1608.0
1576,11032,pink morsel,2019-03-07,north,1551.0
1577,11033,pink morsel,2019-03-07,south,1581.0
1578,11034,pink morsel,2019-03-07,east,1560.0
1579,11035,pink morsel,2019-03-07,west,1674.0
1580,11060,pink morsel,2019-03-08,north,1521.0
1581,11061,pink morsel,2019-03-08,south,1782.0
1582,11062,pink morsel,2019-03-08,east,1617.0
1583,11063,pink morsel,2019-03-08,west,1797.0
1584,11088,pink morsel,2019-03-09,north,1533.0
1585,11089,pink morsel,2019-03-09,south,1749.0
1586,11090,pink morsel,2019-03-09,east,1656.0
1587,11091,pink morsel,2019-03-09,west,1644.0
1588,11116,pink morsel,2019-03-10,north,1545.0
1589,11117,pink morsel,2019-03-10,south,1776.0
1590,11118,pink morsel,2019-03-10,east,1650.0
1591,11119,pink morsel,2019-03-10,west,1737.0
1592,11144,pink morsel,2019-03-11,north,1659.0
1593,11145,pink morsel,2019-03-11,south,1722.0
1594,11146,pink morsel,2019-03-11,east,1689.0
1595,11147,pink morsel,2019-03-11,west,1692.0
1596,11172,pink morsel,2019-03-12,north,1518.0
1597,11173,pink morsel,2019-03-12,south,1581.0
1598,11174,pink morsel,2019-03-12,east,1626.0
1599,11175,pink morsel,2019-03-12,west,1668.0
1600,11200,pink morsel,2019-03-13,north,1524.0
1601,11201,pink morsel,2019-03-13,south,1797.0
1602,11202,pink morsel,2019-03-13,east,1542.0
1603,11203,pink morsel,2019-03-13,west,1653.0
1604,11228,pink morsel,2019-03-14,north,1677.0
1605,11229,pink morsel,2019-03-14,south,1524.0
1606,11230,pink morsel,2019-03-14,east,1692.0
1607,11231,pink morsel,2019-03-14,west,1704.0
1608,11256,pink morsel,2019-03-15,north,1647.0
1609,11257,pink morsel,2019-03-15,south,1671.0
1610,11258,pink morsel,2019-03-15,east,1563.0
1611,11259,pink morsel,2019-03-15,west,1650.0
1612,11284,pink morsel,2019-03-16,north,1563.0
1613,11285,pink morsel,2019-03-16,south,1680.0
1614,11286,pink morsel,2019-03-16,east,1728.0
1615,11287,pink morsel,2019-03-16,west,1680.0
1616,11312,pink morsel,2019-03-17,north,1683.0
1617,11313,pink morsel,2019-03-17,south,1638.0
1618,11314,pink morsel,2019-03-17,east,1545.0
1619,11315,pink morsel,2019-03-17,west,1671.0
1620,11340,pink morsel,2019-03-18,north,1701.0
1621,11341,pink morsel,2019-03-18,south,1515.0
1622,11342,pink morsel,2019-03-18,east,1764.0
1623,11343,pink morsel,2019-03-18,west,1668.0
1624,11368,pink morsel,2019-03-19,north,1677.0
1625,11369,pink morsel,2019-03-19,south,1752.0
1626,11370,pink morsel,2019-03-19,east,1635.0
1627,11371,pink morsel,2019-03-19,west,1605.0
1628,11396,pink morsel,2019-03-20,north,1635.0
1629,11397,pink morsel,2019-03-20,south,1596.0
1630,11398,pink morsel,2019-03-20,east,1608.0
1631,11399,pink morsel,2019-03-20,west,1779.0
1632,11424,pink morsel,2019-03-21,north,1776.0
1633,11425,pink morsel,2019-03-21,south,1635.0
1634,11426,pink morsel,2019-03-21,east,1791.0
1635,11427,pink morsel,2019-03-21,west,1779.0
1636,11452,pink morsel,2019-03-22,north,1746.0
1637,11453,pink morsel,2019-03-22,south,1545.0
1638,11454,pink morsel,2019-03-22,east,1767.0
1639,11455,pink morsel,2019-03-22,west,1731.0
1640,11480,pink morsel,2019-03-23,north,1734.0
1641,11481,pink morsel,2019-03-23,south,1509.0
1642,11482,pink morsel,2019-03-23,east,1686.0
1643,11483,pink morsel,2019-03-23,west,1797.0
1644,11508,pink morsel,2019-03-24,north,1566.0
1645,11509,pink morsel,2019-03-24,south,1557.0
1646,11510,pink morsel,2019-03-24,east,1797.0
1647,11511,pink morsel,2019-03-24,west,1755.0
1648,11536,pink morsel,2019-03-25,north,1650.0
1649,11537,pink morsel,2019-03-25,south,1500.0
1650,11538,pink morsel,2019-03-25,east,1554.0
1651,11539,pink morsel,2019-03-25,west,1734.0
1652,11564,pink morsel,2019-03-26,north,1701.0
1653,11565,pink morsel,2019-03-26,south,1782.0
1654,11566,pink morsel,2019-03-26,east,1797.0
1655,11567,pink morsel,2019-03-26,west,1557.0
1656,11592,pink morsel,2019-03-27,north,1668.0
1657,11593,pink morsel,2019-03-27,south,1575.0
